boxes,flora_factor,season_f,health_f,yield_kg
34,5.50,0.85,0.45,76.96
4,5.00,0.70,0.45,6.12
26,5.00,0.85,0.45,50.75
18,6.50,1.00,0.45,50.77
7,5.50,0.70,0.45,14.98
24,7.00,0.85,0.45,63.95
10,6.50,1.00,0.45,28.26
12,7.00,0.85,1.00,69.96
44,4.00,1.00,0.75,131.33
18,7.00,0.85,0.45,49.24
20,4.00,0.85,0.45,31.03
1,5.00,0.70,0.75,2.53
15,5.00,0.70,0.75,37.60
18,7.00,0.85,0.45,46.27
36,5.00,0.70,0.45,55.55
6,5.00,1.00,0.45,14.65
46,5.50,0.70,0.45,81.35
7,6.50,1.00,0.75,36.12
32,7.00,0.70,0.45,70.56
1,6.50,0.70,0.45,3.01
41,7.00,1.00,0.45,128.73
35,7.00,1.00,0.45,105.89
42,7.00,0.70,1.00,205.26
46,5.50,0.70,0.45,78.76
41,7.00,0.70,0.45,87.81
31,5.00,1.00,0.45,68.33
42,4.00,0.85,0.45,64.60
5,5.50,0.85,0.45,7.69
32,5.00,0.70,0.45,48.62
49,5.00,0.70,0.45,81.04
19,4.00,0.70,1.00,49.19
48,6.50,0.85,0.75,198.44
25,6.50,1.00,1.00,159.58
23,5.50,0.70,0.45,37.97
15,7.00,1.00,1.00,104.51
6,7.00,1.00,0.45,16.43
43,6.50,1.00,0.45,127.21
36,5.50,0.85,0.75,129.60
20,5.50,1.00,0.45,51.60
48,5.50,0.85,0.45,103.54
10,5.00,1.00,0.45,19.05
39,5.00,0.70,0.45,60.82
23,4.00,0.85,0.45,36.36
31,5.50,1.00,0.45,78.90
2,7.00,0.70,0.45,8.79
30,5.50,0.85,0.45,65.79
34,7.00,1.00,0.45,109.34
48,6.50,0.85,0.45,125.92
17,4.00,0.70,0.45,21.66
4,4.00,0.70,0.45,4.32
4,7.00,0.85,0.45,11.15
8,5.00,0.70,0.45,10.31
15,5.00,1.00,0.45,33.92
41,5.50,0.70,1.00,153.53
10,6.50,0.70,0.45,19.15
8,5.50,0.85,0.45,16.54
2,6.50,0.85,0.45,7.35
19,5.50,0.85,0.45,42.75
30,4.00,1.00,0.45,51.59
14,5.00,0.70,0.45,27.24
25,4.00,0.70,0.45,31.87
12,4.00,0.70,0.45,15.72
40,5.50,1.00,1.00,215.96
2,6.50,0.70,0.75,5.27
10,5.00,0.85,0.45,21.75
28,5.00,0.70,0.45,44.52
42,5.00,0.70,0.45,66.42
20,4.00,0.70,0.45,25.77
4,5.50,0.70,0.45,3.32
28,4.00,1.00,0.45,50.16
14,5.00,1.00,0.45,35.02
15,4.00,1.00,0.45,29.72
46,5.50,0.85,1.00,214.74
47,5.00,0.70,0.45,77.93
13,5.00,0.70,0.45,17.33
29,7.00,0.85,0.45,75.22
27,6.50,0.70,0.45,59.94
48,5.00,1.00,0.45,109.44
47,6.50,0.85,0.45,116.13
18,6.50,0.85,0.45,44.61
2,5.00,1.00,0.75,5.48
1,6.50,0.85,0.45,3.18
1,5.00,0.70,0.45,2.07
39,5.50,0.70,0.45,67.62
37,6.50,0.70,0.45,72.86
41,7.00,0.70,0.45,91.07
7,5.00,0.85,0.45,12.06
3,7.00,1.00,0.45,6.99
9,6.50,0.70,0.45,21.59
31,7.00,0.85,0.75,143.76
1,6.50,0.85,0.45,7.34
33,7.00,1.00,0.45,105.58
44,4.00,0.70,0.45,54.78
8,7.00,0.70,0.75,29.22
37,7.00,0.70,0.75,136.99
28,6.50,1.00,0.45,80.85
47,4.00,0.70,0.45,62.52
12,6.50,0.85,0.45,24.75
12,7.00,1.00,0.45,37.06
1,6.50,0.85,0.75,6.15
35,4.00,0.85,0.45,51.44
43,5.00,0.85,0.75,136.46
1,5.50,1.00,0.45,3.96
25,5.00,0.85,1.00,110.05
36,6.50,0.70,0.45,70.48
39,5.00,0.70,0.45,58.00
46,7.00,0.70,0.45,99.06
36,6.50,0.85,0.45,85.66
46,5.00,0.70,0.45,68.78
49,6.50,1.00,0.45,140.89
46,6.50,0.70,0.45,97.27
22,6.50,0.85,0.45,53.92
20,5.00,0.85,0.45,38.33
21,4.00,0.85,0.45,29.74
47,7.00,0.70,0.45,105.22
14,5.00,1.00,0.45,36.19
37,7.00,0.85,1.00,217.93
31,5.00,0.70,0.45,53.14
4,5.50,0.85,0.45,9.33
24,7.00,1.00,0.75,126.04
10,6.50,0.85,0.75,42.44
36,5.00,0.70,0.45,57.68
22,7.00,0.70,0.45,53.15
18,4.00,1.00,0.75,55.30
4,4.00,0.85,0.75,11.55
7,4.00,0.70,0.75,13.65
38,5.00,1.00,0.45,87.60
43,6.50,1.00,0.45,123.38
15,5.00,1.00,0.75,56.52
41,4.00,0.85,0.75,111.76
28,5.00,0.85,0.75,82.99
18,6.50,1.00,0.45,53.23
23,5.00,1.00,0.75,86.93
34,6.50,0.85,1.00,187.28
45,5.00,0.70,0.45,70.36
25,5.50,1.00,0.45,62.10
17,5.50,0.85,0.75,58.98
38,7.00,0.70,0.45,84.34
26,6.50,0.85,0.75,106.52
20,4.00,0.85,0.45,35.66
23,7.00,1.00,0.45,71.82
27,5.00,0.70,0.45,43.95
7,5.00,0.70,0.75,16.70
3,7.00,0.70,1.00,17.03
33,4.00,0.70,0.75,71.13
9,5.00,0.85,0.45,18.26
27,7.00,0.85,0.45,69.72
39,5.50,0.70,0.45,65.69
11,6.50,1.00,1.00,75.72
19,6.50,1.00,0.75,90.72
48,5.50,1.00,0.75,199.60
2,4.00,0.85,0.75,2.74
38,6.50,1.00,0.45,113.67
9,5.00,0.85,0.45,15.50
45,6.50,0.85,0.45,109.47
21,5.50,0.70,0.45,34.60
1,6.50,0.85,0.45,1.10
36,5.50,1.00,0.45,90.11
8,6.50,0.70,0.75,27.47
18,5.50,0.85,0.75,60.37
25,4.00,1.00,0.45,44.93
37,5.00,0.85,0.75,115.08
21,5.00,1.00,0.45,48.86
43,7.00,0.85,0.45,117.20
24,6.50,0.70,0.45,49.08
17,5.00,1.00,0.75,64.43
17,4.00,0.70,0.45,25.80
40,5.00,0.85,1.00,169.61
33,4.00,0.70,0.45,39.22
7,7.00,0.70,0.75,27.17
37,5.50,0.70,0.45,61.27
21,5.50,1.00,0.75,86.10
18,5.00,0.70,0.45,26.85
5,6.50,0.85,0.75,18.96
49,6.50,0.70,0.45,99.70
3,6.50,0.70,0.75,12.49
49,6.50,0.85,0.75,205.81
4,5.00,0.70,0.75,12.82
25,4.00,0.85,0.45,39.09
6,6.50,1.00,0.45,16.91
25,4.00,0.70,0.45,25.61
41,4.00,0.85,0.45,63.65
29,6.50,1.00,0.45,79.13
27,5.50,1.00,0.75,106.57
6,6.50,0.70,0.75,20.07
47,4.00,0.70,0.75,99.36
19,5.50,0.70,0.45,31.79
27,7.00,0.85,0.45,76.13
44,5.00,1.00,0.75,166.16
31,5.00,0.85,0.75,98.19
37,5.50,1.00,0.45,95.04
10,6.50,1.00,0.45,33.16
23,4.00,1.00,0.45,42.68
27,5.00,0.85,0.45,49.70
9,5.00,1.00,0.45,18.87
19,6.50,1.00,0.45,51.96
41,5.00,1.00,0.45,92.14
46,6.50,0.70,0.45,91.56
41,5.00,0.85,0.45,77.59
46,7.00,0.85,0.45,123.82
49,6.50,0.85,0.75,198.08
10,5.50,0.85,0.75,31.90
42,5.50,0.85,1.00,195.08
31,5.00,0.70,0.45,48.69
43,4.00,0.70,0.45,52.95
32,6.50,1.00,0.45,92.92
7,5.00,0.70,0.45,9.26
28,5.50,1.00,0.75,111.88
38,6.50,1.00,0.45,109.81
7,5.00,0.85,0.45,12.85
25,5.00,0.85,1.00,105.47
33,5.50,0.70,0.45,57.45
23,4.00,0.70,0.45,30.03
40,5.50,1.00,0.75,166.70
7,5.00,0.85,0.45,11.80
17,5.50,0.70,0.45,25.51
47,6.50,0.70,1.00,217.03
26,6.50,0.85,0.45,65.61
9,5.00,0.85,0.45,14.83
6,7.00,0.85,0.45,16.76
30,7.00,1.00,0.75,160.17
46,6.50,0.85,0.45,118.69
3,6.50,0.70,0.45,6.77
6,6.50,1.00,0.45,20.20
19,6.50,0.70,0.45,35.88
11,5.50,1.00,0.45,27.14
6,4.00,1.00,1.00,23.16
15,5.00,0.70,0.45,24.48
32,5.50,0.85,0.45,71.35
41,7.00,0.85,0.75,183.59
16,5.00,0.85,0.75,48.66
35,6.50,0.85,0.45,83.86
41,4.00,0.85,0.75,108.66
1,4.00,0.70,0.45,2.54
42,5.50,0.85,0.45,89.48
9,7.00,1.00,0.75,46.39
34,4.00,1.00,0.45,61.87
37,7.00,0.85,0.45,96.60
42,6.50,0.85,0.75,175.01
20,6.50,0.85,0.45,46.79
33,5.50,1.00,0.45,80.78
2,5.50,1.00,1.00,9.39
22,4.00,1.00,0.45,31.46
48,5.00,0.70,0.45,74.73
8,5.00,0.85,0.45,13.05
8,5.50,0.70,0.45,13.33
35,7.00,0.85,1.00,208.25
26,7.00,1.00,0.45,86.32
23,4.00,0.85,1.00,78.96
13,5.50,0.70,0.45,23.36
9,6.50,0.85,0.45,23.62
37,5.00,1.00,0.45,85.43
18,6.50,1.00,0.45,53.79
39,6.50,0.70,0.75,133.79
22,5.00,1.00,0.45,51.28
20,5.50,0.70,1.00,70.93
12,5.50,0.70,0.45,26.01
33,4.00,1.00,0.45,63.37
14,5.50,0.85,0.45,30.00
45,6.50,0.85,0.45,108.35
21,7.00,0.70,0.45,49.33
40,7.00,0.70,0.45,86.47
24,6.50,1.00,0.75,118.33
21,7.00,1.00,0.75,107.04
23,7.00,0.70,0.75,90.09
22,5.50,0.85,1.00,99.24
24,6.50,1.00,0.45,70.37
44,7.00,0.85,0.45,112.50
35,5.50,1.00,0.45,86.52
2,5.50,1.00,0.75,7.19
3,4.00,0.70,0.45,6.62
2,6.50,1.00,0.75,8.69
34,6.50,0.70,0.45,72.46
11,7.00,1.00,0.45,32.09
19,7.00,1.00,0.75,99.05
41,5.50,0.70,0.75,117.73
7,6.50,1.00,0.45,21.71
8,7.00,0.85,0.75,36.62
4,5.50,0.85,0.45,10.22
14,4.00,0.85,0.45,22.09
5,7.00,0.85,0.45,15.04
31,5.00,1.00,0.75,114.01
37,5.50,1.00,0.45,92.55
10,6.50,1.00,0.45,33.27
26,7.00,1.00,0.45,77.70
15,7.00,0.85,0.45,41.39
4,5.00,0.85,0.75,14.44
23,6.50,1.00,0.45,70.93
35,7.00,1.00,0.45,112.07
12,7.00,0.70,0.45,26.71
39,5.00,1.00,0.45,88.83
49,5.50,0.85,1.00,227.24
3,4.00,0.70,0.45,2.81
9,5.00,0.70,0.45,10.84
15,5.50,0.70,0.45,29.71
42,7.00,0.85,0.45,113.58
7,6.50,0.85,0.45,15.11
24,6.50,0.70,0.45,49.82
27,5.50,0.70,0.45,49.68
7,5.00,1.00,0.45,18.23
3,5.00,0.70,0.45,2.41
6,6.50,0.70,0.45,4.45
3,5.50,0.70,0.45,6.19
25,6.50,1.00,0.45,70.91
46,7.00,0.85,0.45,124.72
18,5.50,1.00,0.45,46.93
13,5.50,1.00,0.45,34.96
12,6.50,0.85,0.45,34.20
49,6.50,1.00,0.45,146.42
47,4.00,1.00,0.45,88.97
32,4.00,1.00,0.45,61.05
23,6.50,0.85,0.45,60.85
8,7.00,1.00,0.45,25.10
46,5.50,0.70,0.45,76.47
1,6.50,0.70,0.45,8.25
9,6.50,0.70,0.75,30.87
34,5.50,0.70,0.45,61.98
9,5.00,0.85,0.45,15.84
6,4.00,0.85,0.45,11.59
30,5.50,0.70,0.75,80.51
2,6.50,0.85,1.00,10.02
14,4.00,0.85,1.00,47.35
32,5.00,0.85,0.45,62.36
10,5.00,1.00,0.75,40.18
38,5.00,0.70,0.45,57.11
5,6.50,0.70,1.00,24.40
31,5.50,0.70,0.45,56.77
4,7.00,1.00,0.75,26.86
36,5.50,0.70,0.75,105.72
37,5.50,1.00,0.45,90.43
39,5.00,1.00,0.45,84.57
14,4.00,1.00,0.45,29.77
12,4.00,1.00,0.75,37.84
48,7.00,1.00,0.45,151.15
36,5.00,0.70,0.45,52.65
9,7.00,1.00,0.45,26.02
2,6.50,0.70,0.45,5.67
18,5.50,1.00,0.45,45.43
33,6.50,0.85,0.45,77.18
19,5.50,0.85,0.45,41.55
40,5.00,0.70,0.45,59.08
25,7.00,0.70,0.45,58.51
49,6.50,0.70,0.45,100.85
43,4.00,0.70,0.45,53.02
24,5.00,1.00,0.45,56.48
41,5.00,1.00,0.75,154.63
22,4.00,0.85,0.45,36.97
1,5.50,1.00,0.45,2.68
16,5.00,0.85,0.45,30.95
21,6.50,0.85,0.45,51.50
48,6.50,1.00,0.45,141.06
41,6.50,1.00,0.75,204.12
8,7.00,0.70,0.45,16.38
1,5.50,0.85,0.45,3.72
26,5.50,0.70,0.45,42.84
27,5.50,0.85,0.75,89.50
37,6.50,0.85,0.75,153.84
13,7.00,0.70,1.00,64.63
40,4.00,1.00,0.75,119.72
21,5.50,1.00,0.45,48.24
17,4.00,0.70,0.45,22.18
21,4.00,0.70,0.75,44.77
47,5.50,1.00,0.45,114.10
20,7.00,0.85,0.75,85.87
28,4.00,0.85,0.45,42.21
44,5.50,0.70,0.45,77.86
1,4.00,0.85,0.45,2.57
27,4.00,1.00,0.45,46.40
35,5.50,0.70,0.45,60.98
45,5.00,0.70,0.45,73.09
4,5.00,0.85,0.45,4.72
36,7.00,0.70,0.45,79.54
40,7.00,1.00,0.75,213.35
18,6.50,1.00,0.45,49.46
37,5.50,0.70,0.75,109.73
25,4.00,0.85,0.75,67.80
33,5.50,1.00,0.45,81.12
20,5.00,0.70,0.75,51.64
9,7.00,1.00,0.45,30.93
41,5.00,1.00,0.45,91.78
11,5.00,0.85,0.45,15.15
10,5.00,0.85,0.45,18.88
44,6.50,0.70,0.45,91.27
46,5.50,0.85,0.45,98.62
30,4.00,1.00,0.45,51.80
29,7.00,0.70,0.45,63.27
18,5.50,0.85,0.45,40.31
30,7.00,1.00,0.45,94.35
30,5.50,0.85,0.45,59.29
26,4.00,0.85,0.75,69.39
33,5.00,0.85,0.75,104.65
28,6.50,1.00,0.45,84.63
44,6.50,0.85,0.45,105.91
33,5.00,0.85,0.75,104.89
19,5.00,0.70,0.45,31.20
33,5.50,0.70,0.45,56.95
12,5.00,0.70,0.75,28.54
11,5.50,0.85,0.45,17.17
41,4.00,0.85,0.45,66.54
29,6.50,0.85,1.00,160.85
3,7.00,1.00,0.45,12.37
18,5.50,1.00,0.75,76.57
49,7.00,0.70,0.45,109.54
32,4.00,1.00,0.75,95.20
43,7.00,0.70,0.75,159.25
27,5.00,0.70,1.00,98.08
3,5.50,0.70,0.45,5.41
9,7.00,1.00,0.45,33.10
5,4.00,0.85,0.45,3.90
37,5.00,0.70,0.45,54.26
38,5.50,0.85,0.45,82.41
23,5.50,0.85,0.45,46.34
36,7.00,0.70,0.45,84.49
28,5.00,0.70,0.75,76.84
37,5.00,1.00,0.75,142.72
33,7.00,1.00,0.45,106.16
23,6.50,0.85,0.45,54.88
32,5.00,0.85,0.75,97.85
16,5.00,0.70,0.75,45.74
37,4.00,1.00,0.75,107.25
45,6.50,1.00,0.75,223.34
11,6.50,0.70,0.45,24.20
33,6.50,0.85,0.45,81.86
6,5.50,0.70,0.45,11.50
19,7.00,1.00,0.45,61.01
33,6.50,0.85,0.45,81.54
14,5.00,0.85,0.45,30.34
12,7.00,0.70,0.45,29.94
19,5.50,1.00,0.45,47.41
6,4.00,1.00,1.00,22.50
31,5.00,0.85,0.45,62.55
7,4.00,0.85,0.75,12.79
17,5.00,0.70,0.45,27.88
16,4.00,0.70,0.45,22.01
48,6.50,1.00,0.45,138.33
49,5.50,1.00,0.45,123.71
4,5.50,0.85,0.45,8.35
8,5.00,0.70,0.75,19.64
36,7.00,0.85,0.45,98.80
15,5.00,0.70,0.45,20.91
32,5.00,1.00,0.75,122.17
46,7.00,0.70,0.45,96.47
8,7.00,1.00,0.45,25.91
48,6.50,0.70,0.45,98.39
3,4.00,0.70,0.45,2.43
12,6.50,1.00,0.45,36.07
25,5.00,1.00,0.75,93.55
44,4.00,0.85,0.45,69.96
28,4.00,0.70,0.45,36.68
