temp_c,humidity_pct,weight_kg,sound_db,varroa_count,brood_score,health_label
36.7,68.3,27.9,67.3,1,4,2
32.5,56.2,39.1,45.7,5,3,1
36.0,79.4,28.2,62.7,11,1,0
32.6,56.8,27.6,46.8,13,2,0
31.1,54.2,31.3,43.4,6,3,1
33.6,67.8,23.2,56.1,4,5,2
34.7,56.8,22.8,90.0,11,1,0
29.8,65.1,27.2,69.8,14,1,0
31.6,76.8,20.6,75.9,2,2,0
34.5,66.4,26.2,68.1,4,4,2
33.5,66.5,43.5,64.1,11,5,0
35.5,67.5,36.3,71.0,1,1,0
31.5,44.7,30.5,55.6,14,3,0
36.3,69.7,40.4,66.7,3,5,2
31.5,66.9,21.4,73.8,7,5,1
38.6,75.7,47.9,69.0,7,4,0
30.2,72.3,24.3,74.4,5,4,1
31.8,62.6,44.0,63.8,1,2,0
35.5,77.4,44.0,78.9,0,2,0
38.7,61.5,14.0,59.9,5,5,0
35.3,68.0,39.7,83.2,4,4,0
35.9,61.3,25.7,67.7,13,1,0
34.5,70.5,23.5,58.2,9,1,0
31.9,60.5,32.2,50.2,1,5,1
33.3,84.8,19.9,53.9,11,1,0
31.5,89.2,32.0,52.4,9,4,0
31.3,75.5,20.5,61.1,1,2,0
35.5,83.5,29.4,49.3,6,1,1
31.7,46.5,38.7,74.9,11,1,0
35.3,47.9,31.1,63.1,9,3,0
31.2,61.1,25.1,62.7,8,5,0
35.2,65.5,32.3,50.3,7,1,0
33.3,62.6,16.7,54.3,10,4,0
38.0,45.3,21.3,39.8,13,3,0
35.3,78.8,24.6,78.2,2,4,0
37.6,90.9,34.3,47.8,6,3,0
32.6,80.4,31.2,48.6,12,1,0
34.6,78.0,32.3,76.1,7,3,1
32.0,67.7,27.8,65.9,2,5,2
33.5,54.9,21.7,63.2,1,5,2
33.8,65.9,39.9,65.4,10,2,0
32.7,90.3,22.4,71.5,7,5,0
31.5,60.8,31.4,63.0,11,1,2
31.0,59.5,27.1,46.6,1,3,1
28.7,78.3,32.5,69.3,9,4,0
31.9,79.1,23.2,66.2,8,4,0
36.1,54.8,36.4,73.7,6,1,0
30.5,61.9,39.0,49.5,6,1,0
31.1,59.0,35.9,54.7,4,4,1
39.0,65.8,29.3,65.9,11,5,0
32.9,78.2,24.5,52.6,4,4,1
35.3,55.4,50.6,38.5,6,5,1
36.1,78.1,20.1,64.0,12,5,0
36.2,66.2,35.0,71.0,9,5,0
30.7,92.9,30.7,60.7,0,4,0
33.9,68.8,27.5,67.5,0,4,2
30.5,63.8,29.5,66.0,8,4,0
40.6,71.9,23.9,62.1,10,2,0
30.5,61.0,31.4,63.4,7,3,1
31.9,43.5,30.5,75.5,14,2,0
31.9,62.1,49.4,52.4,12,3,0
30.8,61.9,36.6,69.7,6,3,1
37.9,45.9,32.1,50.2,3,1,0
40.6,64.1,32.6,54.1,0,1,0
33.3,40.2,42.7,74.0,0,5,1
31.2,60.8,20.2,49.9,9,3,0
28.9,67.9,26.5,59.6,5,1,0
33.9,66.2,12.7,85.6,2,2,0
33.7,60.1,32.5,72.3,1,5,1
32.9,64.0,34.8,54.6,7,4,1
35.1,55.6,20.0,56.3,8,5,0
35.5,65.1,39.5,60.3,0,4,2
35.3,65.7,22.2,75.1,6,4,1
33.7,54.2,25.3,52.0,6,2,0
31.7,68.2,29.0,51.4,0,5,2
36.2,68.1,40.8,69.1,13,4,0
34.5,63.0,21.1,45.2,3,2,0
36.7,94.1,30.3,52.9,2,2,0
36.5,63.3,34.2,61.1,2,4,2
30.9,61.6,32.5,61.7,7,2,0
30.9,59.9,32.8,48.4,10,4,0
32.6,53.3,34.1,65.5,3,3,1
31.9,73.2,23.6,67.5,11,2,0
36.4,56.8,41.5,55.4,3,1,0
35.4,58.2,27.1,78.6,2,4,0
37.2,58.5,26.0,65.4,9,2,0
35.5,53.2,38.8,52.0,11,3,0
35.0,44.0,23.0,78.2,11,2,0
37.5,59.4,30.6,56.8,8,1,0
35.7,75.5,22.2,63.8,13,1,0
34.7,67.4,48.2,57.1,12,5,0
38.2,83.7,46.5,68.2,4,2,0
34.8,74.0,27.1,57.2,9,3,0
33.7,71.3,32.2,57.8,1,3,1
32.4,87.6,28.0,60.4,1,2,0
36.3,63.8,25.2,57.0,6,5,1
37.6,65.8,29.0,72.7,10,5,0
34.4,64.9,27.7,49.4,8,1,0
37.8,83.5,15.8,61.6,2,1,0
29.6,65.0,30.1,62.9,11,2,0
34.4,57.2,27.7,60.8,9,1,0
34.4,72.1,30.5,71.7,11,1,0
32.7,55.2,27.4,47.0,9,5,0
40.5,71.4,25.1,67.7,12,1,0
34.3,70.0,35.0,49.6,5,1,0
33.5,62.7,32.3,56.9,0,2,0
34.6,71.8,39.2,48.5,8,3,0
29.5,47.1,32.0,58.7,14,3,0
32.6,67.0,26.4,56.2,1,4,2
37.0,59.4,32.9,78.4,14,4,0
32.9,99.3,12.2,64.4,11,1,0
32.4,66.9,44.8,66.4,0,4,2
37.8,57.8,30.2,50.9,8,1,0
37.9,48.5,45.5,69.4,4,5,1
35.8,80.7,21.0,78.4,9,2,0
33.4,60.8,19.1,70.7,11,5,0
33.9,55.5,30.9,48.9,5,5,1
32.5,69.0,30.9,57.4,7,1,0
32.0,72.8,30.7,63.1,0,2,0
31.9,72.6,29.5,56.2,0,1,0
33.0,65.2,23.0,87.3,11,5,0
31.9,66.9,16.1,57.2,5,3,1
30.6,67.8,30.3,61.6,13,5,0
35.0,69.0,17.7,56.0,8,3,0
35.1,70.1,17.0,64.3,5,5,1
38.8,78.1,25.0,75.8,13,3,0
32.8,65.7,31.4,63.1,0,1,0
35.2,55.2,43.9,59.8,12,3,0
35.3,63.3,35.8,51.3,1,4,2
33.9,74.0,39.5,74.1,14,5,0
36.4,43.6,33.2,60.6,8,5,0
36.4,43.6,30.9,60.1,7,3,1
35.3,76.0,48.0,38.6,9,5,0
33.9,83.2,17.4,60.7,11,5,0
33.6,49.8,24.7,58.0,4,5,1
31.1,66.2,25.3,43.7,1,5,1
32.5,60.2,35.1,71.9,14,2,0
32.9,61.9,20.2,56.6,7,3,1
31.7,68.7,34.1,81.0,4,1,0
35.6,49.5,32.6,76.1,13,1,0
37.5,51.7,34.5,54.8,0,5,1
32.2,61.4,34.4,75.7,12,2,0
35.2,63.3,40.3,78.1,0,3,0
31.9,51.5,27.6,56.4,9,2,0
33.7,74.5,32.2,51.7,0,5,2
32.8,60.0,22.1,40.4,2,5,2
36.0,59.9,20.3,65.8,4,4,2
32.8,68.4,42.1,52.3,2,5,2
37.0,63.5,21.5,66.1,0,3,1
33.9,75.0,33.1,56.3,10,1,0
32.9,53.8,32.2,54.2,11,4,0
31.4,48.2,37.4,56.4,4,1,0
35.1,61.3,14.7,49.0,10,3,0
36.7,65.7,35.1,56.4,4,5,2
35.2,50.1,27.5,54.6,3,1,0
40.1,48.3,23.2,61.9,12,3,0
38.1,67.2,26.0,63.0,7,4,0
33.7,55.9,36.3,51.3,0,4,2
33.7,47.6,33.8,73.0,10,3,0
35.7,76.6,27.0,60.4,5,2,0
32.4,57.4,18.9,77.0,1,2,0
37.4,78.8,19.5,64.4,3,1,0
35.4,65.3,34.0,62.7,4,4,2
35.1,68.5,17.8,57.1,0,2,0
36.2,62.5,27.1,68.1,10,4,0
38.8,33.1,49.4,62.3,3,1,0
34.9,51.4,31.7,70.6,2,2,0
34.2,63.5,33.9,78.0,2,2,0
38.3,69.4,19.5,54.7,10,4,0
36.9,43.5,18.2,68.1,7,1,0
33.7,64.4,34.4,67.9,12,3,0
34.5,51.5,25.7,66.6,6,3,1
35.0,67.8,37.4,57.7,10,2,0
35.4,64.8,29.1,57.9,7,4,1
31.1,73.9,56.5,56.2,8,5,0
30.6,77.8,24.2,56.0,13,1,0
32.3,70.5,31.1,53.6,9,5,0
32.1,75.3,21.6,61.0,7,5,0
32.9,60.8,37.1,54.4,12,5,0
36.1,98.9,32.3,66.4,9,1,0
34.1,50.4,21.1,62.6,13,2,0
35.0,58.7,26.3,63.7,9,4,2
31.4,75.8,39.8,59.3,10,2,0
33.3,74.0,38.8,62.7,7,2,2
36.0,70.8,17.5,59.5,12,3,0
36.0,73.1,25.1,69.8,4,5,2
32.7,40.0,43.4,57.6,8,1,0
34.9,84.1,27.5,65.8,13,1,0
40.0,62.6,30.3,48.9,3,5,0
34.5,80.0,37.0,69.1,6,3,1
32.8,40.6,18.1,56.4,0,1,0
34.1,68.1,21.3,52.9,8,5,0
34.7,58.2,26.2,50.6,5,2,0
34.1,71.9,38.4,49.8,8,1,0
34.4,68.8,37.0,57.2,3,4,2
30.9,69.4,34.6,77.0,12,4,0
32.1,52.3,27.7,55.6,14,1,0
34.1,64.3,37.8,39.9,8,4,0
34.1,62.8,27.6,65.7,9,2,0
33.1,70.9,33.4,50.9,6,2,0
34.1,76.9,36.1,70.1,4,4,1
34.7,66.8,42.4,57.8,6,1,0
36.7,49.7,28.3,59.3,7,1,0
34.3,66.3,25.9,74.0,11,5,0
35.5,96.3,39.2,68.2,10,5,0
33.1,84.8,39.8,49.5,4,5,1
35.9,29.3,24.5,51.0,9,4,0
35.4,65.8,20.0,44.2,14,1,0
36.7,76.2,38.6,88.0,6,2,0
36.3,62.8,15.7,53.4,12,5,0
36.0,59.5,15.3,73.7,7,4,1
34.3,61.8,26.7,56.7,2,5,2
35.1,71.6,28.8,51.2,2,3,1
37.2,51.2,19.5,62.2,4,3,1
32.9,79.3,29.8,58.7,8,4,0
32.9,64.3,30.1,70.0,13,4,0
35.0,53.8,24.2,70.1,5,4,1
35.5,78.5,44.3,56.1,4,1,0
32.4,46.5,31.4,47.6,9,2,0
34.3,58.3,37.0,50.0,4,3,1
34.3,58.1,16.4,39.2,6,4,1
29.0,90.7,16.3,59.3,3,5,0
34.0,56.8,31.7,61.9,4,2,0
34.1,39.1,42.8,50.6,0,4,1
34.1,58.0,19.9,49.4,8,4,0
38.0,70.5,29.1,61.8,7,2,0
31.5,74.4,18.1,55.7,2,1,0
32.4,92.3,22.3,59.9,11,4,0
28.0,81.9,29.5,58.3,3,2,0
33.3,67.3,24.1,64.5,9,2,0
33.5,54.3,17.6,56.3,1,2,0
33.2,84.5,17.4,57.1,0,2,0
37.3,60.6,12.9,43.2,1,1,0
36.7,57.1,31.8,61.5,7,1,0
34.7,60.0,32.8,62.9,2,5,2
33.6,50.0,32.7,60.2,4,1,0
37.1,59.4,20.7,81.1,8,3,0
34.5,62.2,36.0,63.6,9,3,0
32.5,73.8,33.7,60.4,11,4,0
30.2,60.3,28.1,67.0,6,2,0
33.4,49.8,26.7,83.1,1,5,0
36.4,45.8,22.8,64.5,14,4,0
40.2,67.5,29.5,39.8,11,3,0
34.7,65.9,40.9,66.3,12,5,0
32.6,58.3,37.1,53.2,13,2,0
31.5,59.4,26.0,42.8,10,3,0
35.9,69.7,32.3,79.0,14,3,0
30.1,81.7,19.2,76.8,7,1,0
35.9,55.6,33.8,52.9,8,1,0
36.5,66.1,21.4,53.0,8,5,0
35.6,76.5,33.5,63.6,7,1,0
34.0,55.7,51.8,53.1,6,1,0
35.9,64.8,23.4,60.6,4,1,0
34.9,64.5,51.4,54.9,11,3,0
32.6,49.3,31.9,58.0,4,2,0
39.1,67.0,22.0,48.0,13,2,0
33.6,65.4,21.6,70.3,11,5,0
36.4,71.7,46.9,74.0,14,5,0
28.5,50.8,31.9,61.0,9,5,0
37.7,65.1,23.5,61.6,8,2,0
38.2,81.6,26.4,68.3,5,1,0
34.6,89.9,31.4,62.0,10,5,0
35.9,80.4,27.9,79.3,8,3,0
35.9,50.9,30.8,48.8,5,5,1
32.9,70.4,42.2,70.6,1,1,0
35.9,59.2,19.0,60.9,0,5,1
32.5,68.4,33.2,50.8,3,2,0
33.0,55.7,27.4,84.5,10,4,0
37.3,44.4,24.0,85.9,13,1,0
36.9,60.9,36.6,59.9,14,4,0
32.7,73.7,16.3,66.4,7,3,1
32.7,68.5,9.1,57.3,12,5,0
32.9,69.8,29.8,58.9,0,1,0
36.3,67.6,26.9,50.7,13,2,0
32.0,69.9,17.2,49.2,14,4,0
35.4,71.4,14.3,80.4,6,5,0
36.4,61.7,43.4,61.6,0,5,2
34.3,66.0,31.7,62.5,10,1,0
37.0,85.9,28.2,53.9,0,1,0
33.7,66.7,45.6,63.9,9,2,0
34.0,65.5,36.2,47.0,4,1,0
32.1,66.2,42.2,54.3,8,3,0
37.0,62.4,18.6,50.0,13,3,0
32.6,59.8,18.3,74.9,2,5,1
35.4,67.5,32.9,45.5,0,1,0
34.3,58.9,31.3,50.2,8,2,0
31.9,63.3,38.0,41.5,10,2,0
33.0,55.5,15.0,53.1,4,3,1
38.0,66.3,33.6,57.4,2,2,0
35.0,72.0,35.9,71.8,10,4,0
32.0,62.5,35.5,59.8,10,5,0
35.3,40.9,24.7,57.9,14,4,0
34.1,72.1,32.1,65.0,12,4,0
43.1,66.4,21.8,57.6,10,1,0
35.2,53.1,25.7,86.1,0,5,0
33.5,74.3,19.7,56.1,3,3,1
38.1,48.2,21.9,66.1,9,1,0
29.9,77.5,26.1,70.3,6,4,0
34.7,64.3,24.1,55.8,0,3,1
39.5,37.8,21.9,63.7,8,5,0
34.2,67.1,17.6,57.0,11,4,0
30.2,60.1,43.7,64.7,10,5,0
33.5,58.3,24.0,63.0,13,5,0
38.1,56.1,30.6,60.6,2,2,0
35.4,63.5,13.9,50.4,14,2,0
32.4,59.2,38.9,80.6,7,2,0
32.8,42.7,29.3,67.9,4,2,2
33.1,80.3,24.4,46.1,12,4,0
35.4,62.1,24.5,57.8,1,5,2
37.8,56.2,35.0,46.3,0,3,1
37.1,51.5,4.4,69.6,10,5,0
35.6,74.2,21.4,61.8,10,4,0
31.2,49.4,27.0,62.0,1,2,0
31.2,66.6,27.0,53.6,13,5,0
35.8,58.0,48.0,58.8,12,3,0
31.1,58.7,25.3,69.9,11,1,0
33.9,51.8,35.9,72.6,5,4,1
35.3,57.6,42.5,70.5,13,5,0
31.7,65.1,33.4,46.5,1,2,0
31.9,67.8,22.6,60.1,11,2,0
34.3,55.6,17.7,64.5,12,4,0
35.8,63.9,34.0,54.7,7,5,1
37.2,75.7,41.2,45.4,5,2,0
36.0,45.0,32.4,49.1,7,3,1
34.7,64.9,37.9,77.0,0,4,1
32.6,53.6,48.7,50.1,0,5,2
31.8,52.4,34.7,62.5,5,1,0
33.2,68.1,19.2,60.4,0,1,0
35.5,58.5,28.4,60.5,9,5,0
35.3,50.4,39.0,58.8,9,3,0
29.3,80.9,26.0,69.9,12,4,0
32.5,76.0,40.0,62.4,4,1,0
37.5,41.8,27.5,55.7,12,1,0
34.7,47.3,30.7,62.5,4,4,1
31.0,72.1,25.2,49.2,8,2,0
40.4,61.6,29.3,66.8,12,5,0
34.4,83.0,29.7,55.2,5,3,1
35.5,72.4,15.1,55.8,1,5,1
35.5,68.6,24.5,67.1,12,3,0
33.6,52.7,18.1,57.9,4,4,2
32.7,70.9,24.7,58.5,3,4,2
39.8,49.7,21.6,73.7,10,1,0
37.0,80.7,36.1,52.3,8,4,0
36.6,70.1,36.2,67.0,0,5,2
35.9,55.1,32.5,71.5,13,2,0
32.0,74.7,17.9,73.7,7,2,0
37.7,91.9,27.2,83.8,4,3,0
32.4,62.4,17.2,55.6,1,4,1
35.2,71.6,26.8,53.3,10,2,0
30.4,59.8,33.2,70.2,11,2,0
29.4,66.0,35.9,71.4,11,5,0
35.3,46.9,31.8,54.1,9,5,0
32.5,65.0,38.1,66.8,13,3,0
29.5,65.5,30.1,89.2,9,2,0
35.9,86.6,26.1,63.0,3,2,0
39.8,43.5,35.0,71.2,3,2,0
38.0,61.6,35.3,77.8,5,3,1
33.9,80.5,23.8,87.0,10,1,0
34.5,62.1,31.0,64.5,0,4,2
36.7,62.9,25.6,74.5,4,3,1
37.3,55.0,11.9,54.1,6,1,0
33.6,53.8,31.5,62.2,8,2,0
34.6,43.1,17.6,57.5,2,2,0
35.3,57.4,30.6,43.1,1,5,2
35.9,53.1,15.7,46.0,13,5,1
34.2,66.4,22.2,66.3,1,4,2
34.2,55.5,24.5,66.5,1,4,2
37.9,59.2,37.6,51.6,2,5,1
37.5,59.6,23.7,77.6,5,4,1
35.7,64.4,19.4,50.9,3,2,0
38.8,58.7,30.9,64.6,12,2,0
33.5,52.3,26.3,57.8,1,4,2
38.6,66.0,34.3,63.1,2,3,0
35.9,77.8,19.9,71.0,1,3,1
42.7,66.5,29.7,69.6,9,5,0
31.5,57.7,47.8,69.1,13,5,0
32.8,63.5,26.1,67.8,2,4,2
35.5,40.4,29.5,49.3,8,2,0
35.5,63.3,14.7,73.3,5,3,1
39.4,60.2,21.2,51.4,9,2,0
32.8,53.8,31.7,60.9,9,3,0
36.8,56.0,25.4,58.5,4,2,0
37.4,60.1,32.9,65.5,9,3,0
36.3,76.9,31.4,57.2,0,3,1
32.1,78.1,17.5,60.4,7,4,1
38.0,53.9,36.1,78.2,14,5,0
37.6,58.8,18.1,49.0,13,3,0
36.0,59.1,21.9,62.0,0,2,0
35.0,74.7,29.8,50.9,0,1,0
35.1,66.7,40.5,68.7,12,4,0
34.3,66.1,20.0,54.7,3,5,2
36.1,71.4,29.2,62.4,9,2,0
34.6,57.8,29.2,48.8,8,1,0
32.4,81.4,33.3,74.9,6,1,0
31.9,65.0,37.5,62.7,4,2,0
32.6,54.7,24.8,63.4,11,5,0
35.1,62.2,36.1,70.3,3,4,1
34.4,79.8,38.6,49.5,11,4,0
35.0,59.9,42.3,55.8,3,2,0
35.8,76.4,32.0,63.7,13,5,1
32.9,57.5,29.3,44.4,10,3,0
38.2,55.8,24.2,45.5,8,3,0
33.8,72.9,16.3,53.8,1,5,1
33.4,54.5,25.8,50.6,3,4,2
35.7,74.9,28.9,58.6,9,2,0
29.9,69.2,27.1,67.2,8,4,0
32.5,54.5,32.8,69.5,1,2,0
37.0,64.1,16.4,80.1,1,4,0
30.2,58.4,26.5,61.8,9,1,0
37.3,69.2,44.0,63.5,5,1,0
38.3,87.7,36.0,61.8,7,5,0
33.6,60.6,32.9,65.2,9,1,0
35.2,71.4,31.1,66.0,12,3,0
37.3,65.3,25.1,71.2,3,1,0
33.3,65.3,14.0,71.2,10,1,0
36.7,63.0,31.7,67.2,12,4,0
32.8,54.7,8.4,77.1,13,2,0
33.3,69.0,25.4,62.3,14,4,0
32.5,61.5,28.0,55.9,0,3,1
35.4,54.1,24.4,57.5,1,4,2
37.4,77.2,45.4,60.9,13,4,0
34.0,66.2,42.6,51.2,3,1,0
31.3,62.3,36.3,55.9,4,3,1
31.8,81.1,20.6,50.6,7,4,1
35.5,43.0,43.4,65.4,9,2,0
39.1,80.3,33.0,65.5,0,1,0
35.5,54.4,20.5,44.3,9,3,0
33.5,67.5,28.3,55.5,1,5,2
36.4,57.9,35.7,80.3,5,2,2
33.9,53.9,23.2,68.3,13,2,0
33.6,80.8,29.1,66.5,1,1,0
32.1,87.3,30.5,55.4,0,4,0
38.0,62.3,19.2,64.9,7,2,0
28.2,69.0,25.8,61.9,3,1,0
36.5,65.7,19.8,54.0,3,1,0
33.3,85.8,34.9,57.1,6,2,0
33.5,39.6,20.7,57.3,2,2,0
38.7,69.5,30.3,47.1,0,3,0
32.7,56.3,16.9,48.8,13,3,0
32.8,36.7,18.9,60.0,12,3,0
34.2,60.7,18.5,53.5,6,2,0
35.5,87.2,25.7,59.0,12,1,0
33.4,57.1,29.4,45.9,14,4,0
30.6,74.5,30.9,70.0,5,3,1
32.3,79.4,13.8,82.8,2,1,0
37.7,64.8,26.7,72.3,3,1,0
34.7,66.4,22.0,73.3,14,5,0
35.6,44.4,32.3,68.3,13,5,0
33.8,56.4,25.9,64.7,10,1,0
32.9,75.9,27.4,62.9,10,3,0
38.7,65.7,22.0,52.9,4,3,0
34.0,69.4,41.8,68.9,7,3,1
33.4,66.6,17.7,68.3,5,5,1
37.2,91.3,24.8,57.4,5,3,0
32.7,59.8,28.9,67.3,10,2,0
33.0,84.3,26.0,55.1,8,4,0
34.5,66.6,21.9,55.7,6,5,1
34.5,85.3,13.5,69.8,3,1,0
35.1,50.3,22.5,66.3,9,5,0
39.7,67.2,20.3,59.7,6,4,0
35.3,60.3,41.4,58.5,0,5,2
28.6,66.7,46.1,63.7,10,5,0
35.3,79.7,27.6,43.6,5,1,0
34.6,69.5,16.8,54.4,6,3,1
34.6,79.6,33.9,49.3,14,1,2
35.1,57.0,20.2,62.1,10,1,0
34.4,55.1,23.6,72.9,1,5,1
34.4,65.2,23.0,66.8,11,2,0
36.0,64.5,24.0,56.9,4,1,0
33.1,62.8,25.2,54.9,11,5,0
32.1,53.5,17.5,54.5,5,3,1
42.1,79.4,22.4,82.0,8,1,0
32.7,60.6,36.2,62.7,10,2,0
34.8,82.1,27.7,64.0,2,1,0
30.8,65.2,29.0,40.9,2,4,1
34.8,72.8,10.1,50.2,10,5,0
32.2,71.7,35.6,61.6,1,2,0
33.4,55.1,22.5,57.0,12,5,0
37.1,69.4,37.0,63.3,6,2,0
35.7,88.1,29.2,63.2,1,3,0
35.9,68.0,23.5,68.0,11,2,0
30.1,75.8,14.6,43.3,13,1,0
39.1,73.3,45.4,50.9,1,1,0
31.5,68.7,34.4,61.0,14,3,0
38.3,67.2,34.9,55.5,6,1,0
37.1,71.6,42.6,58.9,10,5,0
35.9,74.2,29.8,63.1,3,5,2
32.4,48.8,38.8,54.6,1,2,0
34.9,68.0,24.2,63.9,14,2,2
33.3,62.8,33.9,67.4,9,1,0
34.6,60.3,23.0,62.7,3,3,1
33.9,80.6,24.0,69.2,5,5,1
29.4,56.2,28.8,40.3,11,2,0
37.3,48.3,17.9,56.1,4,4,1
34.3,74.5,30.6,70.9,10,2,0
33.3,48.0,25.5,53.4,0,3,0
33.1,41.9,12.1,52.0,14,3,0
35.4,75.9,24.3,60.7,10,5,0
32.3,66.9,25.2,61.8,5,3,1
28.9,70.7,34.8,56.7,8,4,0
35.5,59.7,30.3,80.4,2,5,0
35.8,48.4,39.6,64.9,6,5,1
34.0,50.8,32.2,53.0,5,5,1
31.6,61.7,23.6,47.6,5,1,0
34.7,49.7,27.5,66.1,12,1,0
30.8,68.7,25.2,52.7,6,3,1
31.9,59.5,31.9,83.5,0,2,0
32.6,67.2,28.5,66.3,6,4,1
36.6,66.9,23.0,67.6,0,3,1
33.6,69.6,28.1,64.5,7,3,1
33.4,71.0,31.7,73.2,10,1,0
39.4,60.9,19.9,38.0,1,2,0
35.4,67.2,30.5,50.0,0,3,1
35.3,67.8,15.4,72.3,5,4,1
33.6,35.9,36.8,77.0,7,1,0
33.0,72.8,32.2,49.6,0,4,2
29.0,66.8,41.0,43.8,4,3,0
36.9,71.8,19.1,63.7,11,2,0
35.6,49.6,37.1,66.9,8,5,0
34.1,61.2,35.5,63.5,7,3,2
34.2,51.9,26.5,61.4,1,2,0
36.3,73.9,25.0,43.5,11,4,0
30.6,48.1,19.3,58.2,8,1,0
33.0,53.9,17.2,59.7,6,4,1
31.7,71.4,22.0,56.5,9,4,0
38.9,57.4,18.0,42.8,2,3,0
36.7,53.9,40.8,67.8,10,2,0
29.0,75.9,16.0,70.7,4,2,0
30.7,76.4,29.2,54.1,0,2,0
34.2,73.7,31.5,60.1,3,1,0
33.3,75.2,30.9,57.0,5,5,1
31.2,62.2,31.6,57.1,6,5,1
39.4,62.5,35.6,66.9,3,3,0
35.3,57.2,24.4,67.2,11,5,0
35.7,67.0,28.7,72.7,3,4,1
32.8,58.7,25.7,72.5,1,4,1
36.3,59.8,38.4,60.3,3,4,2
33.5,72.2,44.8,90.4,6,3,0
33.8,79.2,18.4,77.5,0,3,1
36.0,69.8,11.8,55.4,1,1,0
30.4,86.5,32.6,63.3,2,4,0
38.5,56.5,36.6,42.1,5,3,0
35.0,42.9,43.7,62.3,14,2,0
37.7,73.6,33.9,78.7,8,3,0
31.8,55.7,39.2,89.8,1,5,0
32.2,61.7,41.3,60.8,1,3,1
31.6,43.8,39.7,65.3,1,3,2
35.1,54.2,35.0,68.1,0,2,0
34.7,47.0,17.7,81.8,7,5,0
33.3,59.8,27.9,52.2,10,1,0
32.0,60.3,30.4,88.6,6,5,0
31.3,66.1,27.2,58.8,6,5,1
34.4,79.9,27.7,50.3,8,1,0
33.3,73.1,40.5,58.8,5,3,1
32.8,45.5,21.9,53.9,12,3,0
38.4,72.3,34.4,66.2,10,5,0
34.3,66.3,30.5,45.5,14,2,0
37.7,63.8,21.1,63.4,1,4,1
33.2,64.7,19.4,68.6,6,1,0
35.1,67.5,14.4,76.8,12,5,0
34.4,56.7,31.9,68.8,10,4,0
30.3,62.8,27.5,76.2,11,2,0
38.1,79.2,21.4,55.9,7,1,0
34.2,56.6,13.0,65.9,5,1,0
36.4,52.6,31.5,39.7,11,5,0
32.6,64.3,26.6,60.9,7,4,1
34.1,51.4,22.3,65.9,6,2,0
32.3,44.3,20.3,66.8,5,3,1
37.6,60.9,26.1,46.3,1,3,1
35.3,82.4,31.8,58.1,11,1,0
35.4,64.5,25.4,59.5,12,3,0
37.9,67.1,18.5,57.7,0,4,1
37.4,39.4,27.5,69.3,6,4,1
36.4,70.3,36.4,59.8,10,1,0
30.9,66.1,28.3,63.0,2,5,1
32.8,57.0,28.5,57.1,4,1,0
32.0,67.2,25.4,72.6,14,5,0
36.3,67.0,20.9,73.4,11,5,0
34.9,52.3,20.6,58.9,13,4,0
31.0,69.0,14.7,90.5,14,3,0
34.0,79.4,37.4,54.3,10,1,0
30.8,62.3,31.7,72.1,4,2,0
34.4,54.6,28.7,52.5,14,3,0
30.4,62.9,30.4,69.7,6,1,0
35.8,75.3,30.7,69.0,8,4,0
35.4,50.3,22.1,51.9,8,5,0
39.3,71.9,25.4,60.7,8,4,0
36.6,56.9,24.2,80.7,8,5,0
33.4,67.9,48.1,53.9,11,3,0
36.5,58.2,36.2,66.0,2,2,0
31.0,58.2,29.3,65.4,6,1,0
32.1,83.3,38.9,61.6,8,3,0
35.3,48.1,37.9,44.7,8,1,0
29.1,70.8,17.0,70.3,10,4,0
34.4,85.8,26.2,62.1,5,5,0
31.9,73.2,27.9,73.0,14,1,0
34.8,49.0,32.9,64.3,0,3,1
31.8,49.6,26.2,62.6,10,3,0
35.6,56.0,27.2,65.7,2,2,0
34.5,66.9,24.3,52.1,9,2,0
38.0,67.7,36.4,77.6,0,4,0
34.5,49.7,16.5,58.2,3,2,0
32.6,54.5,24.6,58.4,5,1,0
33.9,55.3,13.3,74.9,1,4,1
31.1,62.8,19.8,64.5,4,1,0
35.5,88.8,30.5,59.6,9,2,0
36.0,53.8,30.7,66.1,2,1,0
40.7,53.3,25.5,68.3,9,3,0
32.9,51.4,37.0,60.8,7,2,0
33.8,72.6,38.8,71.2,12,2,0
33.1,64.5,27.4,49.3,9,2,0
35.0,54.2,30.0,64.6,6,3,1
35.5,60.6,24.4,70.0,12,4,0
34.4,55.5,33.0,68.2,2,5,2
37.2,68.6,18.4,39.6,8,4,0
33.0,97.2,42.4,60.7,3,3,0
37.0,71.6,37.1,49.9,6,3,1
35.8,63.9,18.4,74.9,7,3,1
34.5,57.0,21.7,58.1,8,1,0
33.7,48.9,31.4,73.7,4,3,1
40.6,73.8,25.3,49.8,9,4,0
32.5,73.2,32.4,65.9,2,5,2
35.2,59.4,25.1,62.1,2,1,2
32.6,79.6,40.2,89.6,1,4,0
39.0,65.3,28.1,73.8,7,1,0
36.7,74.3,47.4,73.1,6,1,0
32.8,68.6,32.8,82.3,12,1,0
35.8,62.9,17.2,64.8,5,1,0
35.1,53.5,44.7,61.0,8,1,0
33.2,63.3,36.8,59.9,14,3,0
36.4,75.1,31.0,65.3,9,5,0
35.5,58.9,33.2,34.3,12,4,0
35.0,70.3,18.5,62.0,7,4,1
34.4,52.0,13.6,64.3,2,1,0
